experiment,dataset,protocol_id,class_name,precision,recall,f1,support
E1,ustc,A-2,Gmail,0.9851598173515982,1.0,0.99252443933295,863
E1,ustc,A-2,FTP,0.9999010194991587,0.9999010194991587,0.9999010194991587,10103
E1,ustc,A-2,Nsis-ay,0.9787581699346405,0.9868204283360791,0.9827727645611156,607
E1,ustc,A-2,Facetime,1.0,1.0,1.0,600
E1,ustc,A-2,Weibo,1.0,0.9982478097622027,0.999123136665414,3995
E1,ustc,A-2,Cridex,0.998780487804878,1.0,0.9993898718730934,1638
E1,ustc,A-2,Zeus,1.0,1.0,1.0,1097
E1,ustc,A-2,SMB,0.997948717948718,0.999743128692525,0.998845117413063,3893
E1,ustc,A-2,BitTorrent,0.9986684420772304,0.9973404255319149,0.998003992015968,752
E1,ustc,A-2,WorldOfWarcraft,1.0,0.9987325728770595,0.9993658845909955,789
E1,ustc,A-2,Shifu,1.0,0.995846313603323,0.9979188345473465,963
E1,ustc,A-2,Outlook,0.9972826086956522,0.9747675962815405,0.9858965748824715,753
E1,ustc,A-2,Virut,0.9216405468489497,0.8350453172205438,0.8762085909018862,3310
E1,ustc,A-2,MySQL,1.0,1.0,1.0,8609
E1,ustc,A-2,Skype,0.9905956112852664,1.0,0.9952755905511811,632
E1,ustc,A-2,Miuref,0.997037037037037,0.9985163204747775,0.9977761304670126,1348
E1,ustc,A-2,Neris,0.8534599728629579,0.9307487422314294,0.8904303510758776,3379
